72,74,76,78,79,80,81,83,83,83,84,85,86,86,86,86,86,86,86,86,87,87,88,88,88,88,88,88,89,89,89,89,90,90,90,90,91,91,92,92,92,91,91,91,91,91,90,91,90,90,90,90,90,90,90,90,91,90,90,90,89,89,89,89,90,90,90,89,88,88,87,87,86,86,84,83,82,81,79,77
74,76,78,79,81,81,82,83,84,85,86,86,86,87,87,87,87,87,87,88,88,88,88,88,89,89,89,89,90,90,90,90,90,90,91,91,91,92,92,92,92,92,92,92,92,92,91,91,91,91,91,91,91,91,91,91,91,91,91,90,90,90,90,90,90,90,90,90,89,89,88,88,88,87,86,85,83,82,81,79
75,77,79,81,82,83,84,85,86,86,87,87,88,88,88,88,88,88,88,88,89,90,90,90,90,90,90,91,91,91,91,92,92,92,92,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,92,92,92,92,92,91,91,91,91,90,90,90,89,88,88,87,86,84,83,81
76,78,80,82,83,84,85,86,86,87,87,88,88,88,88,89,89,89,89,89,90,90,90,91,91,91,91,92,92,92,92,93,93,93,93,93,93,93,93,93,93,93,93,93,93,94,94,94,94,94,94,94,93,93,94,94,93,93,93,93,93,93,93,93,93,92,92,92,91,91,91,90,90,89,88,88,86,86,84,82
78,79,81,83,84,86,86,87,88,88,88,89,89,89,90,90,90,90,90,90,91,91,92,92,92,93,93,93,93,93,93,93,94,94,94,94,94,94,95,95,95,94,94,94,94,95,95,95,95,95,94,94,94,94,94,94,94,94,94,93,93,93,93,93,93,93,93,93,93,92,92,91,91,90,90,89,88,86,85,83
79,80,82,84,85,86,87,88,88,89,89,90,90,90,90,91,91,91,91,91,92,92,92,93,93,93,93,93,94,94,94,94,95,95,95,95,95,95,96,96,96,95,95,95,95,96,95,96,95,95,95,95,95,95,95,95,95,95,95,95,94,94,94,94,94,94,94,93,93,93,93,92,92,91,90,90,88,88,86,84
80,81,83,84,86,87,88,88,89,89,90,90,90,91,91,91,91,92,92,92,92,93,93,93,93,93,94,94,94,94,95,95,95,95,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,95,95,95,95,95,95,95,95,94,94,94,94,94,93,93,93,93,92,91,90,89,88,87,85
81,81,83,85,86,88,88,88,89,90,90,90,90,91,91,91,92,92,92,93,93,93,93,93,94,94,94,94,95,95,95,96,96,96,96,96,96,96,97,96,97,97,96,96,96,97,96,97,96,96,96,96,96,96,96,96,96,96,96,95,95,95,95,95,95,95,94,94,94,94,93,93,93,92,92,90,90,88,87,86
81,82,83,86,86,88,88,89,89,90,90,90,91,91,91,92,92,92,92,93,93,93,93,94,94,94,95,95,95,95,96,96,96,96,96,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,96,96,96,96,96,95,96,95,95,95,95,94,94,94,94,93,93,93,92,91,90,88,88,86
81,82,84,86,87,88,88,89,90,90,90,91,91,91,92,92,92,92,93,93,93,93,94,94,94,95,95,96,96,96,96,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,98,98,98,97,97,97,97,97,97,97,97,97,97,96,96,96,96,96,95,95,95,95,94,94,94,93,93,93,91,90,89,88,86
81,82,84,86,87,88,88,89,90,90,90,91,91,91,92,92,92,93,93,93,93,94,94,94,95,95,95,96,96,96,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,98,98,98,98,98,98,98,98,97,97,97,97,97,97,97,97,96,97,96,96,96,96,95,95,95,94,94,94,93,93,92,90,89,88,86
81,82,84,86,87,88,89,89,90,90,90,91,91,92,92,92,92,93,93,93,94,94,94,95,95,95,96,96,97,97,97,97,97,97,97,97,97,97,98,97,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,97,97,97,97,97,97,97,97,96,96,95,95,95,95,94,94,93,93,92,90,89,88,86
81,82,84,86,87,88,89,89,90,90,91,91,91,92,92,92,93,93,93,93,94,94,94,95,95,96,96,96,97,97,97,97,97,97,97,97,97,98,98,98,98,98,98,98,98,98,98,99,98,98,98,98,98,98,98,98,98,98,98,98,97,97,97,97,97,97,97,96,96,95,95,95,94,93,93,92,91,89,88,86
81,82,84,86,87,88,89,90,90,91,91,91,92,92,92,93,93,93,93,94,94,94,95,95,96,96,97,97,97,97,97,97,98,98,98,98,98,98,98,98,98,98,98,98,98,99,98,99,99,99,99,98,98,98,98,98,98,98,98,98,98,97,97,97,97,97,97,96,96,95,95,95,94,94,93,92,91,90,88,86
